State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
Vermont,2010,12,1,40.8,2.62,-1.87
Massachusetts,2010,12,1,46.3,2.21,-1.59
Connecticut,2010,12,1,47.3,1.49,-2.88
Rhode Island,2010,12,1,47.7,1.8,-1.57
New Jersey,2010,12,1,51.5,2.6,-1.24
Delaware,2010,12,1,54.6,3.67,-0.33
Maryland,2010,12,1,54.4,3.07,-0.7
West Virginia,2010,12,1,52.9,2.5,-1.2
Virginia,2010,12,3,56,3.56,0.18
North Carolina,2010,12,1,58.7,4.68,0.48
South Carolina,2010,12,1,62.1,4.7,0.86
Georgia,2010,12,8,62.9,5.09,1.31
Alabama,2010,12,8,62.2,5.71,0.83
Florida,2010,12,1,71.4,3.96,-0.7
California,2011,1,1,63.8,0.62,-2.98
Oregon,2011,1,1,52.5,2.42,-1.67
Washington,2011,1,1,53.5,3.01,0.92
Montana,2011,1,1,51.9,4.15,0.41
Idaho,2011,1,1,51,1.51,-1.77
North Dakota,2011,1,1,53.4,5.5,3.33
Nevada,2011,1,5,56.5,0.7,-4.77
Arizona,2011,1,2,67.4,0.06,-3.69
Utah,2011,1,1,56,0.97,-3.77
South Dakota,2011,1,1,55.9,4.82,1.12
Wyoming,2011,1,1,50.4,2.19,-5.75
Minnesota,2011,1,1,53.2,4.39,2.15
Colorado,2011,1,1,39.8,1.67,-6.09
New Mexico,2011,1,3,61.6,0.22,-5.72
Texas,2011,1,3,72.5,2.42,-4.49
Oklahoma,2011,1,3,67,4.73,-1.87
Kansas,2011,1,1,63.3,3.96,-2.31
Nebraska,2011,1,1,58.5,4.86,-2.25
Iowa,2011,1,1,59,8.65,3.75
Missouri,2011,1,1,63.4,6.84,2.6
Arkansas,2011,1,2,67.2,6.29,0.03
Louisiana,2011,1,7,71.7,5.43,1.47
Mississippi,2011,1,9,68.9,6.11,2.72
Tennessee,2011,1,1,65.1,5.66,2.35
Kentucky,2011,1,3,64.9,4.44,0.78
Illinois,2011,1,4,63.9,6.57,2.86
Wisconsin,2011,1,1,55.2,5.37,3.11
Michigan,2011,1,1,56.5,3.59,2.9
Indiana,2011,1,2,64.4,3.71,0.4
Ohio,2011,1,1,63.2,2.28,-1.05
Pennsylvania,2011,1,1,58.9,3.23,-1.44
New York,2011,1,1,57.3,4.31,-0.71
Maine,2011,1,1,52.3,5.67,0.5
New Hampshire,2011,1,1,54.9,5.48,0.23
Vermont,2011,1,1,55.1,5.98,0.17
Massachusetts,2011,1,2,57.7,5.14,-0.34
Connecticut,2011,1,1,58.2,4.47,-2.36
Rhode Island,2011,1,1,58.5,3.58,-1.5
New Jersey,2011,1,4,60.9,3.82,-1.23
Delaware,2011,1,1,63.7,2.89,-0.81
Maryland,2011,1,1,62.8,3.19,-0.93
West Virginia,2011,1,1,60.5,3.98,-1.17
Virginia,2011,1,5,62.5,4.37,0.6
North Carolina,2011,1,1,65.1,3.96,0.51
South Carolina,2011,1,1,67.9,3.56,1.01
Georgia,2011,1,9,68.4,3.78,1.53
Alabama,2011,1,10,68.2,4,0.84
Florida,2011,1,3,74.1,4.62,0.15
California,2011,2,4,72.4,0.38,-3.28
Oregon,2011,2,2,59.5,1.49,-1.57
Washington,2011,2,3,58.7,2.26,1.02
Montana,2011,2,2,59,3.12,1.06
Idaho,2011,2,5,59.3,1.35,-2.02
North Dakota,2011,2,1,63.3,3.69,3.7
Nevada,2011,2,7,68.7,0.12,-5.55
Arizona,2011,2,5,79.5,0.03,-4.07
Utah,2011,2,5,69.2,0.02,-4.68
South Dakota,2011,2,2,65.3,3.12,1.33
Wyoming,2011,2,4,60.7,0.68,-6.39
Minnesota,2011,2,3,63.9,5.22,2.62
Colorado,2011,2,6,52.8,1.55,-6.03
New Mexico,2011,2,10,74.1,0.64,-6.12
Texas,2011,2,10,81.8,2.33,-4.85
Oklahoma,2011,2,10,78.1,3.87,-1.56
Kansas,2011,2,7,75.2,2.78,-2.94
Nebraska,2011,2,7,68.8,2.43,-3.25
Iowa,2011,2,3,68.9,4.89,3.52
Missouri,2011,2,9,73,4.46,2.27
Arkansas,2011,2,10,77.1,3.32,-0.28
Louisiana,2011,2,10,80.9,4.58,1.22
Mississippi,2011,2,9,78.9,4.15,2.5
Tennessee,2011,2,10,74.2,5.83,2.82
Kentucky,2011,2,7,72.9,6.23,1.7
Illinois,2011,2,10,71.5,5.33,3.1
Wisconsin,2011,2,5,63.9,6.21,3.81
Michigan,2011,2,1,63.8,3.68,2.79
Indiana,2011,2,10,70.8,6.24,1.79
Ohio,2011,2,7,69.5,5.92,0.82
Pennsylvania,2011,2,8,67.4,6.11,0.88
New York,2011,2,5,64,7.46,2.04
Maine,2011,2,1,60.8,6.55,2.11
New Hampshire,2011,2,1,63.2,7.04,1.72
Vermont,2011,2,1,62,7.96,2.49
Massachusetts,2011,2,5,67,9.59,2.41
Connecticut,2011,2,1,67.7,10.6,2.38
Rhode Island,2011,2,1,68,10.2,2.22
New Jersey,2011,2,9,71.2,9.49,2.2
Delaware,2011,2,3,73.5,9.57,2.18
Maryland,2011,2,7,72.7,7.46,1.41
West Virginia,2011,2,6,69.2,5.96,0.75
Virginia,2011,2,10,72.2,7.02,2.22
North Carolina,2011,2,10,74.3,9,2.42
South Carolina,2011,2,10,77.4,7.7,2.12
Georgia,2011,2,9,77.8,7.56,2.71
Alabama,2011,2,10,78,5.81,1.73
Florida,2011,2,6,81.1,8.63,1.17
California,2011,3,6,78,0.28,-3.51
Oregon,2011,3,2,69.4,0.2,-1.79
Washington,2011,3,5,67.2,0.16,0.29
Montana,2011,3,3,67.5,1.19,1.4
Idaho,2011,3,10,69.6,0.53,-2.51
North Dakota,2011,3,6,68.3,2.2,4.07
Nevada,2011,3,7,76.3,0.76,-5.59
Arizona,2011,3,3,81.1,2.68,-2.21
Utah,2011,3,2,74.6,1.5,-4.57
South Dakota,2011,3,5,71.8,2.47,2.01
Wyoming,2011,3,2,67.8,1.32,-6.55
Minnesota,2011,3,5,69,2.86,1.82
Colorado,2011,3,7,65.6,0.66,-6.71
New Mexico,2011,3,8,73,3.48,-3.56
Texas,2011,3,8,81.3,3.1,-4.4
Oklahoma,2011,3,7,79.6,5.28,0.95
Kansas,2011,3,6,77.2,4.46,-1.86
Nebraska,2011,3,10,73.2,2.11,-3.7
Iowa,2011,3,1,72.3,1.74,1.6
Missouri,2011,3,6,75,3.07,2.02
Arkansas,2011,3,10,78,4.04,0.28
Louisiana,2011,3,6,80.7,4.41,0.44
Mississippi,2011,3,1,78.8,4.36,2.15
Tennessee,2011,3,6,74.8,6.96,3.76
Kentucky,2011,3,4,74,6.42,2.51
Illinois,2011,3,6,73.1,3.16,2.68
Wisconsin,2011,3,5,68.9,2.46,2.23
Michigan,2011,3,2,68.8,3.54,3.02
Indiana,2011,3,8,72.3,3.21,1.28
Ohio,2011,3,2,72.5,6.68,2.17
Pennsylvania,2011,3,3,72.7,5.09,1.15
New York,2011,3,2,71.2,4.62,2.21
Maine,2011,3,2,68.3,4.89,2.41
New Hampshire,2011,3,1,70.6,5.9,2.29
Vermont,2011,3,1,69.7,6.33,3.14
Massachusetts,2011,3,3,75,3.86,2.11
Connecticut,2011,3,1,75.9,3.67,1.72
Rhode Island,2011,3,4,76.4,2.88,1.54
New Jersey,2011,3,9,77.8,5.27,2.22
Delaware,2011,3,3,79.2,6.56,2.71
Maryland,2011,3,2,77.8,4.76,1.52
West Virginia,2011,3,8,72.4,6.17,1.35
Virginia,2011,3,8,75.6,6.46,2.88
North Carolina,2011,3,3,77,8.41,3.31
South Carolina,2011,3,6,78.8,10.38,3.7
Georgia,2011,3,3,78.2,9.6,4.14
Alabama,2011,3,10,77.7,8.7,2.87
Florida,2011,3,1,80.8,11.68,2.71
California,2011,4,1,74.4,0.38,-3.23
Oregon,2011,4,1,66.5,0.86,-1.74
Washington,2011,4,1,66.2,1.6,0.37
Montana,2011,4,1,67.3,1.46,1.25
Idaho,2011,4,2,67.6,0.71,-2.84
North Dakota,2011,4,1,68.6,1.63,3.76
Nevada,2011,4,2,71.6,0.54,-5.37
Arizona,2011,4,1,78.5,2.39,-1.55
Utah,2011,4,3,71,1.4,-4.17
South Dakota,2011,4,1,71.6,2.41,2.28
Wyoming,2011,4,1,66.7,0.9,-6.66
Minnesota,2011,4,2,67.8,1.84,-0.7
Colorado,2011,4,2,68.5,2.44,-6.4
New Mexico,2011,4,2,72.3,2.16,-3.96
Texas,2011,4,1,83.3,1.41,-4.67
Oklahoma,2011,4,1,80.3,3.34,1.98
Kansas,2011,4,1,76.5,4.91,0.16
Nebraska,2011,4,1,73.8,3,-3.19
Iowa,2011,4,1,71.9,1.49,-0.91
Missouri,2011,4,1,74.6,4.08,2.18
Arkansas,2011,4,1,78.4,3.83,0.86
Louisiana,2011,4,1,82,2.94,-0.88
Mississippi,2011,4,1,79.7,3.28,1.69
Tennessee,2011,4,1,74.7,4.25,3.91
Kentucky,2011,4,1,73.7,4.14,2.69
Illinois,2011,4,3,72.8,1.44,0.74
Wisconsin,2011,4,1,67.6,2.77,0.52
Michigan,2011,4,1,66.7,3,2.46
Indiana,2011,4,1,71.5,1.84,-0.42
Ohio,2011,4,1,70.2,2.7,1.55
Pennsylvania,2011,4,1,67.6,3.85,1.24
New York,2011,4,1,65.8,3.85,2.25
Maine,2011,4,1,63.7,4.6,2.75
New Hampshire,2011,4,1,64.8,3.34,1.97
Vermont,2011,4,1,64.1,3.41,2.51
Massachusetts,2011,4,2,68.1,3.62,1.78
Connecticut,2011,4,1,68.7,3.92,1.41
Rhode Island,2011,4,1,69.1,3.32,0.88
New Jersey,2011,4,5,71.4,4.67,2.21
Delaware,2011,4,1,73.4,6,3.08
Maryland,2011,4,1,72.4,4.22,1.5
West Virginia,2011,4,1,69.2,5.51,2
Virginia,2011,4,3,71.8,4.47,2.92
North Carolina,2011,4,1,74.4,4.79,3.1
South Carolina,2011,4,1,77.4,6.4,4.03
Georgia,2011,4,1,78,7.6,5.09
Alabama,2011,4,1,77.9,5.5,3.3
Florida,2011,4,1,82.2,7.56,2.65
California,2011,5,1,69.3,0.77,-2.19
Oregon,2011,5,1,58.3,4.23,1.86
Washington,2011,5,1,59.7,5.6,2.32
Montana,2011,5,1,58.8,2.53,1.73
Idaho,2011,5,1,57.1,2.96,-0.27
North Dakota,2011,5,1,62,2.76,4.15
Nevada,2011,5,1,62.5,1.39,-2.81
Arizona,2011,5,1,72.4,1.88,-0.11
Utah,2011,5,1,61.4,2.74,-0.49
South Dakota,2011,5,1,65.8,1.91,2.2
Wyoming,2011,5,1,57.3,2.88,-3.45
Minnesota,2011,5,1,61.5,2.45,-1.58
Colorado,2011,5,1,67,2.24,-5.9
New Mexico,2011,5,1,66,4.19,0.26
Texas,2011,5,1,78.2,4.05,-3.63
Oklahoma,2011,5,1,75.8,2.58,1
Kansas,2011,5,1,72.1,2.74,-0.07
Nebraska,2011,5,1,68,2.32,-3.13
Iowa,2011,5,1,67,1.94,-2.46
Missouri,2011,5,1,70.7,2.5,0.81
Arkansas,2011,5,1,75.4,3.47,0.66
Louisiana,2011,5,1,79.9,5.71,-0.59
Mississippi,2011,5,1,77,5.29,2.17
Tennessee,2011,5,1,70.7,3.72,3.8
Kentucky,2011,5,1,69.1,3.66,2.68
Illinois,2011,5,1,68.6,1.69,-1.16
Wisconsin,2011,5,1,60.8,2.17,-1.44
Michigan,2011,5,1,59.5,1.92,0.19
Indiana,2011,5,1,66.9,2.99,-0.77
Ohio,2011,5,1,64.5,2.63,1.18
Pennsylvania,2011,5,1,61,2.37,0.01
New York,2011,5,1,58.3,3.5,2.1
Maine,2011,5,1,56.7,5.42,3.45
New Hampshire,2011,5,1,57.5,5.07,2.45
Vermont,2011,5,1,56.5,4.41,2.78
Massachusetts,2011,5,1,60.9,3.45,1.25
Connecticut,2011,5,1,61.4,2.84,0.41
Rhode Island,2011,5,1,62.1,3.18,0.28
New Jersey,2011,5,1,64.4,2.11,0.98
Delaware,2011,5,1,66.7,1.09,1.29
Maryland,2011,5,1,66,1.53,-0.26
West Virginia,2011,5,1,63.9,2.39,1.2
Virginia,2011,5,1,66.3,1.64,1.62
North Carolina,2011,5,1,69.4,2.79,2.12
South Carolina,2011,5,1,73.5,2.04,2.73
Georgia,2011,5,1,74.5,2.37,4.04
Alabama,2011,5,1,75,3.2,2.92
Florida,2011,5,1,80,6.05,1.83
California,2011,6,1,58.5,0.26,-2.93
Oregon,2011,6,1,46.2,0.99,0.47
Washington,2011,6,1,46.1,1.37,0.8
Montana,2011,6,1,40.8,1.19,1.69
Idaho,2011,6,1,42.1,0.85,-1.1
North Dakota,2011,6,1,41.6,3.52,5.97
Nevada,2011,6,1,48.1,0.59,-2.51
Arizona,2011,6,1,58.8,0.21,-0.97
Utah,2011,6,1,46.4,1.01,-0.3
South Dakota,2011,6,1,44.3,5.01,5.13
Wyoming,2011,6,1,39.3,2.53,0.03
Minnesota,2011,6,1,44.9,3.34,0.27
Colorado,2011,6,1,60.7,3.88,-1.57
New Mexico,2011,6,1,52.6,0.43,-0.26
Texas,2011,6,1,66.7,3.31,-2.57
Oklahoma,2011,6,1,60.4,3.1,1.08
Kansas,2011,6,1,55.2,2.64,0.76
Nebraska,2011,6,1,48.8,2.8,-0.42
Iowa,2011,6,1,50.5,2.78,-2.13
Missouri,2011,6,1,55.9,3.61,0.91
Arkansas,2011,6,1,61.5,4.84,0.98
Louisiana,2011,6,1,68.6,4.18,-0.4
Mississippi,2011,6,1,65.4,2.27,1.39
Tennessee,2011,6,1,59.5,1.85,2.83
Kentucky,2011,6,1,57.6,3.66,3.05
Illinois,2011,6,1,54.5,3.33,-0.93
Wisconsin,2011,6,1,46.7,3.54,-0.58
Michigan,2011,6,1,48.9,3.82,0.9
Indiana,2011,6,1,54.3,4.12,0.45
Ohio,2011,6,1,54.3,3.64,2.04
Pennsylvania,2011,6,1,53.4,3.65,0.27
New York,2011,6,1,50.8,3.21,1.83
Maine,2011,6,1,47.3,1.7,1.5
New Hampshire,2011,6,1,48,1.55,0.55
Vermont,2011,6,1,47.8,2.37,1.57
Massachusetts,2011,6,1,51.8,1.48,-0.84
Connecticut,2011,6,1,53.4,1.36,-1.28
Rhode Island,2011,6,1,54,0.89,-1.5
New Jersey,2011,6,1,57.1,2.01,-0.59
Delaware,2011,6,0,59.5,4.27,1.81
Maryland,2011,6,1,58.1,5.06,1.11
West Virginia,2011,6,1,54.7,2.15,0.29
Virginia,2011,6,1,57.6,3.09,1.21
North Carolina,2011,6,1,60.7,2.22,1.02
South Carolina,2011,6,1,64.2,1.16,1.21
Georgia,2011,6,1,65,0.94,2.47
Alabama,2011,6,1,64.9,1.47,1.98
Florida,2011,6,1,74,1.58,-0.24
California,2011,7,1,51.9,0.99,-3.4
Oregon,2011,7,1,39.4,2.39,-1.25
Washington,2011,7,0,36.7,4.03,-0.74
Montana,2011,7,1,30.4,0.91,0.92
Idaho,2011,7,1,33.8,1.72,-2.44
North Dakota,2011,7,1,26.2,0.21,5.19
Nevada,2011,7,1,41.5,0.74,-2.83
Arizona,2011,7,1,51.3,1.86,0.6
Utah,2011,7,1,38,1.02,-0.53
South Dakota,2011,7,1,32.1,0.3,4.68
Wyoming,2011,7,1,31.3,0.56,-0.38
Minnesota,2011,7,1,27.6,0.62,-0.7
Colorado,2011,7,1,44.2,1.51,-0.35
New Mexico,2011,7,1,42.7,0.86,0.23
Texas,2011,7,1,52.9,1.94,-1.86
Oklahoma,2011,7,1,46.6,1.72,0.69
Kansas,2011,7,1,41.3,1.03,0.63
Nebraska,2011,7,1,36.1,0.78,-0.18
Iowa,2011,7,1,33.9,1.59,-2.31
Missouri,2011,7,1,41.8,2.44,0.47
Arkansas,2011,7,0,47.5,3.85,0.85
Louisiana,2011,7,1,55,5.02,0.46
Mississippi,2011,7,1,51.1,5.25,1.72
Tennessee,2011,7,1,44.8,3.71,2.45
Kentucky,2011,7,1,42.8,3.4,3.1
Illinois,2011,7,1,38.8,2.49,-1.31
Wisconsin,2011,7,1,30.8,2.33,-0.44
Michigan,2011,7,1,34.2,3.83,2.38
Indiana,2011,7,1,39.2,3.04,0.52
Ohio,2011,7,1,39,2.96,2.39
Pennsylvania,2011,7,1,37.4,3.42,0.93
New York,2011,7,1,34.4,4.03,2.24
Maine,2011,7,1,32.3,4.11,1.41
New Hampshire,2011,7,1,33.2,3.89,0.33
Vermont,2011,7,1,31.8,3.88,1.67
Massachusetts,2011,7,1,38.8,3.69,-1.17
Connecticut,2011,7,1,39.8,3.7,-1.52
Rhode Island,2011,7,1,41.3,3.98,-1.69
New Jersey,2011,7,1,42.9,2.89,-1.2
Maryland,2011,7,1,43.3,2.73,1.18
West Virginia,2011,7,1,39.9,3.4,0.82
Virginia,2011,7,1,43.7,3.03,1.28
North Carolina,2011,7,1,47.8,3.53,1.14
South Carolina,2011,7,1,51.5,3.16,1.36
Georgia,2011,7,1,53.2,3.23,2.45
Alabama,2011,7,1,51.6,3.42,1.57
Florida,2011,7,1,67.1,3.11,-0.12
California,2011,8,1,44.1,0.44,-4.37
Oregon,2011,8,1,29.7,1.89,-2.29
Washington,2011,8,1,28.2,2.94,-2.23
Montana,2011,8,1,16.4,1.46,0.93
Idaho,2011,8,1,21.1,1.76,-3.17
North Dakota,2011,8,1,5.1,0.88,5.54
Nevada,2011,8,1,28.4,0.63,-3.25
Arizona,2011,8,1,41.5,0.44,-0.16
Utah,2011,8,1,23.1,1.01,-0.77
South Dakota,2011,8,1,13.5,0.75,4.85
Wyoming,2011,8,1,18.1,1.15,0.24
Minnesota,2011,8,1,5,1.37,0.33
Colorado,2011,8,1,35.2,1.15,-0.08
New Mexico,2011,8,1,34.5,0.4,-0.2
Texas,2011,8,1,44.9,1.36,-1.78
Oklahoma,2011,8,1,35.2,1.67,0.72
Kansas,2011,8,1,29.2,0.39,0.13
Nebraska,2011,8,1,22.8,0.27,-0.55
Iowa,2011,8,1,17.4,0.62,-2.63
Missouri,2011,8,1,30.3,2.5,0.61
Arkansas,2011,8,0,40.1,5.75,1.25
Louisiana,2011,8,1,49.6,3.78,-0.57
Mississippi,2011,8,1,46.7,5.41,1.45
Tennessee,2011,8,1,40.4,6.79,3.16
Kentucky,2011,8,1,37.4,6.13,3.66
Illinois,2011,8,1,26.2,2.48,-1.25
Wisconsin,2011,8,1,11.9,1.58,0.16
Michigan,2011,8,1,19.3,2.19,2.39
Indiana,2011,8,1,29.4,4.39,1.25
Ohio,2011,8,1,32,4.13,3.1
Pennsylvania,2011,8,1,30.8,3.99,1.44
New York,2011,8,1,25.4,3.61,2.24
Maine,2011,8,1,17,3.76,1.23
New Hampshire,2011,8,1,22.2,3.68,0.17
Vermont,2011,8,1,21.4,3.43,1.5
Massachusetts,2011,8,1,29.4,4.07,-0.63
Connecticut,2011,8,1,31.1,3.65,-1.43
Rhode Island,2011,8,1,33,4.21,-1.4
New Jersey,2011,8,1,36.1,4.74,0.21
Maryland,2011,8,1,38.6,5.08,1.9
West Virginia,2011,8,1,36,6.01,2.38
Virginia,2011,8,1,40.3,5.81,2.81
North Carolina,2011,8,1,45.4,5.61,2.43
South Carolina,2011,8,1,49.9,5.26,2.33
Georgia,2011,8,1,51.2,6.39,3.59
Alabama,2011,8,1,47.9,7.93,2.72
Florida,2011,8,1,64.7,2.51,-0.86
California,2011,9,1,50.1,0.54,-5.88
Oregon,2011,9,1,36.7,2.35,-3.12
Washington,2011,9,0,34.1,4.42,-2.53
Montana,2011,9,1,24.5,1.21,0.46
Idaho,2011,9,1,27.7,2.02,-3.91
North Dakota,2011,9,1,8.5,0.41,5.24
Nevada,2011,9,1,37.1,0.51,-4.12
Arizona,2011,9,1,46.5,0.03,-1.73
Utah,2011,9,1,30.4,0.61,-1.65
South Dakota,2011,9,1,18.3,0.24,4.49
Wyoming,2011,9,1,23.3,0.94,0.43
Minnesota,2011,9,1,2.3,0.8,0.59
Colorado,2011,9,1,23.7,0.82,-0.32
New Mexico,2011,9,1,36.4,0.03,-1.47
Texas,2011,9,1,44.5,0.37,-2.71
Oklahoma,2011,9,1,36.1,0.33,-0.34
Kansas,2011,9,1,29.6,0.24,-0.4
Nebraska,2011,9,1,25.5,0.22,-0.91
Iowa,2011,9,1,14.2,0.43,-2.9
Missouri,2011,9,1,25.8,1.09,-0.03
Arkansas,2011,9,0,35.2,1.98,-0.25
Louisiana,2011,9,1,43.4,2.06,-1.25
Mississippi,2011,9,1,38.5,2.08,-0.61
Tennessee,2011,9,1,30,2.7,1.52
Kentucky,2011,9,1,26.8,2.34,2.21
Illinois,2011,9,1,19.3,1.72,-1.04
Wisconsin,2011,9,1,6,1.13,0.25
Michigan,2011,9,1,12.3,2.21,2.49
Indiana,2011,9,1,19.4,2.33,0.98
Ohio,2011,9,1,19.9,2.08,2.42
Pennsylvania,2011,9,1,19.6,2.32,0.58
New York,2011,9,1,16.9,2.6,1.72
Maine,2011,9,1,14.2,3.41,1.22
New Hampshire,2011,9,1,16.5,3.46,0.16
Vermont,2011,9,1,14.6,3.11,1.43
Massachusetts,2011,9,1,23.1,3.43,-0.71
Connecticut,2011,9,1,23.6,2.8,-1.58
Rhode Island,2011,9,1,26,3.31,-1.53
New Jersey,2011,9,1,26,3.12,0.07
Maryland,2011,9,1,27.8,2.65,1.13
West Virginia,2011,9,1,23.5,2.25,1
Virginia,2011,9,1,29.4,2.69,2.17
North Carolina,2011,9,1,35.3,3.29,1.86
South Carolina,2011,9,1,39.7,3.15,1.86
Georgia,2011,9,1,40,3.33,2.77
Alabama,2011,9,1,37.3,2.7,0.99
Florida,2011,9,1,54.5,3.91,0.15
California,2011,10,1,49.8,4.02,-5.87
Oregon,2011,10,1,35.3,5.78,-0.79
Washington,2011,10,0,29.8,6.28,-0.8
Montana,2011,10,1,14.7,1.71,1.39
Idaho,2011,10,1,28,3.68,-2.35
North Dakota,2011,10,1,5.7,0.18,4.76
Nevada,2011,10,1,39.3,1.2,-4.11
Arizona,2011,10,1,50,0.16,-3.06
Utah,2011,10,1,35.7,1.06,-2.18
South Dakota,2011,10,1,13.9,0.36,4.29
Wyoming,2011,10,1,20,1.7,2.14
Minnesota,2011,10,1,3.9,0.86,0.87
Colorado,2011,10,1,26.4,1.18,-0.02
New Mexico,2011,10,1,41.9,0.17,-2.55
Texas,2011,10,1,48.4,0.73,-3.21
Oklahoma,2011,10,1,36.1,0.49,-0.89
Kansas,2011,10,1,27.8,0.75,-0.41
Nebraska,2011,10,1,20.8,0.64,-0.73
Iowa,2011,10,1,13.2,1.5,-2.34
Missouri,2011,10,1,26.5,1.22,-0.61
Arkansas,2011,10,0,38.8,2.67,-0.75
Louisiana,2011,10,1,50.2,5.56,-0.26
Mississippi,2011,10,1,46.3,6,0.02
Tennessee,2011,10,1,38.3,5.18,1.66
Kentucky,2011,10,1,33.2,4.47,2.57
Illinois,2011,10,1,19.5,2.22,-0.08
Wisconsin,2011,10,1,7.3,1.27,0.53
Michigan,2011,10,1,12.8,1.58,2.29
Indiana,2011,10,1,22,2.64,1.21
Ohio,2011,10,1,23.4,2.6,2.54
Pennsylvania,2011,10,1,22.8,3.24,1.32
New York,2011,10,1,18.8,2.92,1.94
Maine,2011,10,1,15.7,2.85,1.04
New Hampshire,2011,10,1,18.1,3.69,0.83
Vermont,2011,10,1,16.6,3.18,1.89
Massachusetts,2011,10,1,24.1,4.18,0.44
Connecticut,2011,10,1,25.1,3.42,-1.08
Rhode Island,2011,10,1,27.3,4.23,-0.32
New Jersey,2011,10,1,29.5,4.96,1.18
Maryland,2011,10,2,32.8,4.17,1.97
West Virginia,2011,10,1,30.9,4.18,2.09
Virginia,2011,10,1,37,3.36,2.21
North Carolina,2011,10,1,43,3.11,0.92
South Carolina,2011,10,1,48.2,3.31,1.19
Georgia,2011,10,1,49.8,4.06,2.07
Alabama,2011,10,1,47.3,5.75,1.17
Florida,2011,10,1,62.8,3.52,0.04
California,2011,11,1,48.8,4.74,-1.61
Oregon,2011,11,1,38.3,7.19,1.69
Washington,2011,11,1,37.6,7.87,1.52
Montana,2011,11,1,39.4,1.6,-1.39
Idaho,2011,11,2,36.4,4.26,0.79
North Dakota,2011,11,1,40.6,0.51,1.71
Nevada,2011,11,1,42.4,1.01,-2.53
Arizona,2011,11,1,51.6,0.69,-3.11
Utah,2011,11,1,42.6,0.73,-1.44
South Dakota,2011,11,1,47,0.37,0.23
Wyoming,2011,11,1,39.4,0.57,-1.29
Minnesota,2011,11,1,41.8,1.63,-4.25
Colorado,2011,11,1,27.4,1.36,-0.89
New Mexico,2011,11,1,47.8,0.27,-3.72
Texas,2011,11,1,63.2,3.07,-2.06
Oklahoma,2011,11,1,59.6,4.56,0.81
Kansas,2011,11,1,55.5,2.45,0.3
Nebraska,2011,11,1,50.8,0.57,-0.03
Iowa,2011,11,1,51.6,1.91,-1.78
Missouri,2011,11,1,58.1,4.17,-0.1
Arkansas,2011,11,1,62.2,6.71,0.29
Louisiana,2011,11,2,67.4,8.02,-0.62
Mississippi,2011,11,1,65.4,6.76,-0.66
Tennessee,2011,11,1,59.9,4.86,-1.28
Kentucky,2011,11,1,58.1,4.5,0.25
Illinois,2011,11,1,55.5,2.08,-1.29
Wisconsin,2011,11,1,45.6,2,-1.39
Michigan,2011,11,1,44.7,2.59,-0.4
Indiana,2011,11,2,55,2.73,0.23
Ohio,2011,11,1,52.2,3.09,2.18
Pennsylvania,2011,11,1,47.7,2.89,0.83
New York,2011,11,1,43.3,1.97,-0.45
Maine,2011,11,1,34.3,1.94,-1.93
New Hampshire,2011,11,1,38.9,1.95,-1.61
Vermont,2011,11,1,38.7,1.77,-1.56
Massachusetts,2011,11,1,44.1,1.66,-2.26
Connecticut,2011,11,1,45.8,1.3,-2.55
Rhode Island,2011,11,1,45.5,1.41,-2.4
New Jersey,2011,11,1,49.8,1.65,-2.25
Delaware,2011,11,1,52.5,1.07,-2.99
Maryland,2011,11,2,52.7,2.14,-1.85
West Virginia,2011,11,1,52.6,4.92,0.5
Virginia,2011,11,2,55.2,3.87,-1.12
North Carolina,2011,11,1,58.7,4.14,-2.96
South Carolina,2011,11,1,63.2,3.64,-5.42
Georgia,2011,11,1,64.8,4.24,-4.84
Alabama,2011,11,3,64.6,5.35,-2.38
Florida,2011,11,1,70.3,2.34,-5.48
California,2011,12,1,55.8,2.48,-0.59
Oregon,2011,12,1,45.9,3.32,1.92
Washington,2011,12,1,46,3.93,1.82
Montana,2011,12,1,44.8,1.98,-1.57
Idaho,2011,12,1,44.4,2.12,0.42
North Dakota,2011,12,1,45.8,2.06,1.38
Nevada,2011,12,1,49.9,0.67,-2.87
Arizona,2011,12,1,60.6,0.32,-3.67
Utah,2011,12,1,49.6,0.73,-2.44
South Dakota,2011,12,1,50.2,3.06,0.22
Wyoming,2011,12,1,44.7,1.19,-2.48
Minnesota,2011,12,1,45.5,2.76,-4
Colorado,2011,12,1,41.9,0.45,-2.31
New Mexico,2011,12,1,56.6,0.39,-4.22
Texas,2011,12,1,70.3,1.27,-2.9
Oklahoma,2011,12,1,64.3,3.45,0.66
Kansas,2011,12,1,59.3,3.08,0.44
Nebraska,2011,12,1,53.5,3.13,-0.05
Iowa,2011,12,1,52.4,3.9,-0.8
Missouri,2011,12,1,59,3.74,-0.42
Arkansas,2011,12,1,64.4,2.56,-1.07
Louisiana,2011,12,2,69.4,4.79,-0.6
Mississippi,2011,12,3,65.8,3.39,-1.35
Tennessee,2011,12,1,60,2.01,-2.15
Kentucky,2011,12,1,57.3,2.33,-1.5
Illinois,2011,12,1,54.6,3.13,-1.51
Wisconsin,2011,12,1,45.1,2.68,-1.36
Michigan,2011,12,1,43.9,1.89,-1.13
Indiana,2011,12,1,52.9,2.22,-1.43
Ohio,2011,12,1,50.3,1.93,0.23
